date,open,high,low,close,volume
2020-01-02,14.6570578,14.7469784,14.5671372,14.67504192,1249974.0
2020-01-03,14.7020181,14.80093076,14.59411338,14.6570578,1095976.0
2020-01-06,14.5671372,14.68403398,14.54915308,14.59411338,1196691.0
2020-01-07,14.6120975,14.69302604,14.59411338,14.64806574,1149553.0
2020-01-08,14.62108956,14.63008162,14.3423357,14.41427218,1279229.0
2020-01-09,14.50419278,14.63907368,14.49520072,14.53116896,982953.0
2020-01-10,14.5671372,14.62108956,14.5221769,14.54016102,679200.0
2020-01-13,14.53116896,14.57612926,14.45024042,14.5671372,801721.0
2020-01-14,14.6120975,14.77395458,14.54016102,14.73798634,1408471.0
2020-01-15,14.73798634,14.78294664,14.6120975,14.6570578,792103.0
2020-01-16,14.6570578,15.0167402,14.63907368,14.8818593,1680220.0
2020-01-17,14.836899,14.96278784,14.7469784,14.7919387,919203.0
2020-01-20,14.81891488,14.90883548,14.69302604,14.76496252,1233449.0
2020-01-21,14.72000222,14.75597046,14.37830394,14.39628806,1809656.0
2020-01-22,14.40528012,14.40528012,14.18947068,14.2973754,1442499.0
2020-01-23,14.24342304,14.80992282,14.1175342,14.39628806,2184676.0
2020-02-03,13.67692326,13.67692326,13.67692326,13.67692326,162200.0
2020-02-04,12.9935267,13.1733679,12.9935267,13.00251876,5182677.0
2020-02-05,13.01151082,13.3981694,12.97554258,13.1284076,2766160.0
2020-02-06,13.09243936,13.16437584,13.01151082,13.13739966,2698701.0
2020-02-07,13.15538378,13.16437584,13.00251876,13.09243936,2089503.0
2020-02-10,13.02050288,13.40716146,12.9935267,13.38917734,2508074.0
2020-02-11,13.34421704,13.47010588,13.24530438,13.38018528,2080625.0
2020-02-12,13.48809,13.59599472,13.3981694,13.50607412,1317440.0
2020-02-13,13.51506618,13.5330503,13.20034408,13.25429644,1782700.0
2020-02-14,13.25429644,13.3532091,13.19135202,13.25429644,1281000.0
2020-02-17,13.29925674,13.56901854,13.20034408,13.50607412,1805600.0
2020-02-18,13.51506618,13.69490738,13.40716146,13.69490738,1631390.0
2020-02-19,13.64994708,13.79382004,13.54204236,13.59599472,1511421.0
2020-02-20,13.61397884,13.76684386,13.5780106,13.69490738,1584021.0
2020-02-21,13.68591532,13.81180416,13.6679312,13.7128915,2181913.0
2020-02-24,13.56901854,13.59599472,13.3532091,13.47010588,2895063.0
2020-02-25,13.14639172,13.3082488,12.91259816,13.11042348,4503679.0
2020-02-26,13.02050288,13.55103442,13.02050288,13.19135202,2887853.0
2020-02-27,13.20933614,13.47909794,13.1733679,13.25429644,1575800.0
2020-02-28,13.07445524,13.0834473,12.68779666,12.70578078,3269200.0
2020-03-02,12.70578078,13.14639172,12.70578078,13.01151082,1826163.0
2020-03-03,13.34421704,13.34421704,13.02949494,13.09243936,2019200.0
2020-03-04,13.0834473,13.11042348,12.95755846,13.09243936,1255500.0
2020-03-05,13.14639172,13.3082488,13.10143142,13.27228056,1881950.0
2020-03-06,13.20034408,13.20933614,13.0834473,13.15538378,1479690.0
2020-03-09,13.0834473,13.11042348,12.74174902,12.82267756,2171241.0
2020-03-10,12.60686812,12.84066168,12.5439237,12.84066168,2358601.0
2020-03-11,12.84066168,13.1284076,12.7687252,12.89461404,2130903.0
2020-03-12,12.6788046,12.9485664,12.60686812,12.83166962,2075500.0
2020-03-13,12.19323336,12.84066168,12.19323336,12.7687252,2939297.0
2020-03-16,12.7687252,12.84066168,12.2292016,12.39105868,2086284.0
2020-03-17,12.37307456,12.48997134,11.9144795,12.16625718,1771189.0
2020-03-18,12.2292016,12.42702692,12.08532864,12.14827306,1666822.0
2020-03-19,12.11230482,12.24718572,11.85153508,12.03137628,1409702.0
2020-03-20,12.08532864,12.22020954,12.05835246,12.1842413,968400.0
2020-03-23,11.9594398,12.05835246,11.70766212,11.70766212,1495498.0
2020-03-24,11.8695192,11.89649538,11.47386856,11.77060654,1680900.0
2020-03-25,12.0493604,12.0493604,11.83355096,11.92347156,1353516.0
2020-03-26,11.8695192,12.51694752,11.8695192,12.4090428,3069903.0
2020-03-27,12.32811426,12.4540031,12.14827306,12.22020954,1513900.0
2020-03-30,11.8695192,11.92347156,11.60874946,11.61774152,2770032.0
2020-03-31,11.85153508,11.85153508,11.60874946,11.66270182,1025700.0
2020-04-01,11.66270182,11.75262242,11.5997574,11.61774152,1033250.0
2020-04-02,11.5997574,11.67169388,11.50084474,11.66270182,1385400.0
2020-04-03,11.66270182,11.68068594,11.56378916,11.56378916,840301.0
2020-04-07,11.68068594,11.8245589,11.65370976,11.78859066,1377300.0
2020-04-08,11.7795986,11.9594398,11.689678,11.85153508,1333700.0
2020-04-09,11.85153508,12.13028894,11.8245589,12.03137628,1341100.0
2020-04-10,12.03137628,12.03137628,11.77060654,11.78859066,1098700.0
2020-04-13,11.77060654,11.77060654,11.58177328,11.60874946,1085368.0
2020-04-14,11.60874946,11.80657478,11.60874946,11.75262242,1105800.0
2020-04-15,11.74363036,11.77060654,11.62673358,11.63572564,1029600.0
2020-04-16,11.62673358,11.7346383,11.5547971,11.69867006,746892.0
2020-04-17,11.69867006,11.88750332,11.689678,11.78859066,1339903.0
2020-04-20,11.74363036,11.9594398,11.74363036,11.89649538,1260161.0
2020-04-21,11.69867006,11.86052714,11.62673358,11.7346383,1221300.0
2020-04-22,11.689678,11.77060654,11.61774152,11.75262242,879210.0
2020-04-23,11.75262242,12.14827306,11.7346383,11.98641598,2565260.0
2020-04-24,11.96843186,12.04036834,11.69867006,11.69867006,1323066.0
2020-04-27,11.67169388,11.67169388,11.52782092,11.5547971,1464000.0
2020-04-28,11.58177328,11.68068594,11.2850353,11.4648765,1309078.0
2020-04-29,11.45588444,11.53681298,11.38394796,11.41092414,689178.0
2020-04-30,11.45588444,11.63572564,11.42890826,11.59076534,1037931.0
2020-05-06,11.53681298,11.7795986,11.5098368,11.74363036,1083700.0
2020-05-07,11.80657478,11.80657478,11.5997574,11.61774152,1088500.0
2020-05-08,11.65370976,11.77060654,11.62673358,11.74363036,1263383.0
2020-05-11,11.77060654,11.77060654,11.689678,11.71665418,856200.0
2020-05-12,11.71665418,11.7346383,11.5098368,11.61774152,786460.0
2020-05-13,11.65370976,11.71665418,11.58177328,11.689678,810802.0
2020-05-14,11.62673358,11.68068594,11.58177328,11.58177328,650000.0
2020-05-15,11.66270182,11.72564624,11.59076534,11.66270182,820250.0
2020-05-18,11.61774152,11.69867006,11.58177328,11.66270182,964800.0
2020-05-19,11.69867006,11.93246362,11.689678,11.89649538,1939100.0
